carat,depth,table,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
1.11,62.3,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5456
0.77,61.8,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1909
1.51,62.6,56.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11580
0.31,61.7,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,435
1.1,61.7,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9148
1.01,62.1,54.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5599
0.59,61.7,59.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2034
0.72,63.3,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1698
0.7,62.3,54.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3345
0.71,61.0,61.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2863
0.32,61.0,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,758
0.38,61.9,55.2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,979
0.31,62.1,58.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,625
0.63,62.8,57.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1939
1.13,60.0,60.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7404
0.33,61.7,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,723
0.33,61.9,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,810
0.7,61.6,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2623
1.51,61.3,55.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6173
0.9,60.7,61.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3139
0.57,60.4,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1760
1.53,61.2,59.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10282
0.31,62.1,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,789
1.01,64.6,60.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6353
0.32,62.0,54.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,918
1.11,60.7,59.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8184
1.61,61.8,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13873
1.51,62.5,57.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8242
0.59,60.1,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1371
1.2,61.7,59.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5884
1.75,61.6,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12531
0.33,61.9,55.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,854
1.02,62.6,54.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4983
1.18,61.9,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7216
0.32,60.3,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,758
0.43,62.2,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,981
1.09,62.8,56.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4538
0.3,61.6,61.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,421
0.64,61.6,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1737
1.21,60.1,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6887
1.12,62.3,57.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6918
0.32,61.7,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,648
0.31,61.8,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,684
0.57,60.2,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1573
0.32,62.9,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,900
0.42,62.1,54.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,755
1.52,61.4,58.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13034
1.22,63.1,59.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5192
1.09,62.3,56.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,9650
0.51,60.9,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1882
0.31,61.7,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,671
0.43,61.2,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1113
0.9,61.5,56.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4284
1.04,62.7,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5416
1.76,62.0,58.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11177
1.25,60.7,56.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9116
1.22,63.0,57.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6695
0.9,62.8,59.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4693
1.17,61.2,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5595
1.71,58.1,62.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11161
0.3,61.9,58.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,694
1.04,62.3,54.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6206
1.6,62.8,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8418
0.41,62.6,58.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,961
0.33,61.1,59.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,579
1.14,60.0,60.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4702
0.37,62.0,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1292
0.54,61.1,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1993
0.51,61.8,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1569
1.03,61.1,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3507
0.25,62.6,53.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,445
1.27,63.4,60.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5690
1.51,60.5,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8794
1.21,63.4,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5387
0.48,62.0,54.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2059
0.4,62.2,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1238
0.4,63.3,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,882
0.32,61.7,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,972
0.33,61.7,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,795
1.44,61.1,62.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5068
0.54,62.9,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1105
0.23,60.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,499
0.52,62.7,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1173
0.3,61.4,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,945
0.73,62.0,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2902
1.05,63.1,60.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4608
0.51,63.1,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1574
1.13,62.8,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5571
1.5,61.7,63.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12862
0.93,63.8,59.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3812
1.01,61.3,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4153
1.7,63.3,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12117
0.71,61.5,59.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2047
1.12,62.6,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8721
1.29,58.7,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8842
0.63,62.9,60.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1921
1.23,61.1,58.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7577
0.32,61.9,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1140
0.41,62.9,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1061
0.53,62.4,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1268
0.41,62.6,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1107
1.04,67.5,56.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4566
0.71,62.7,57.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3041
0.41,62.9,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,755
0.79,62.8,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2370
1.2,58.9,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5562
0.37,61.2,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,779
0.76,59.6,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4504
0.34,61.6,55.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,844
1.19,63.0,54.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4498
1.22,61.6,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3663
0.74,63.8,58.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2352
1.0,62.0,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4077
0.42,62.4,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1031
0.5,61.5,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1624
1.33,63.7,56.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7090
0.27,62.0,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,622
1.2,62.8,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6526
