carat,depth,table,cut_0,cut_1,cut_2,cut_3,cut_4,color_1,color_2,color_3,color_4,color_5,color_6,color_7,clarity_0,clarity_1,clarity_2,clarity_3,clarity_4,clarity_5,clarity_6,clarity_7,price
2.23,63.5,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7006
2.12,61.0,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15647
2.09,61.8,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17114
2.11,62.4,53.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14740
2.02,61.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14350
2.35,62.6,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17999
2.01,61.7,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13464
2.32,62.0,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17516
2.01,60.8,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13849
2.02,62.7,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13453
2.15,61.7,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14519
2.11,61.0,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15486
2.0,61.8,56.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,18426
2.52,66.9,57.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10076
2.03,63.2,60.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16043
2.18,62.9,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13938
2.25,60.6,63.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8442
2.2,60.0,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16530
2.01,62.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16778
2.02,61.9,58.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15231
2.01,66.3,57.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15729
3.0,59.3,64.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14918
2.0,63.0,61.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18376
2.09,61.1,56.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18559
2.0,61.4,63.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13542
2.05,62.4,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17294
2.03,65.4,58.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16280
2.24,61.4,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16656
2.03,62.1,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12862
2.0,61.5,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12587
2.01,64.8,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15729
2.0,58.9,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12210
2.05,59.8,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12839
2.08,62.0,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13437
2.08,58.8,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14462
2.04,62.4,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9905
2.1,61.3,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14359
2.1,58.3,54.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12401
2.02,61.7,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18320
2.03,63.2,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11951
2.1,62.6,56.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15175
2.01,62.1,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18674
2.1,62.9,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16783
2.01,61.7,63.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8104
2.06,62.7,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13198
2.19,63.7,56.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13978
2.02,62.4,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11757
2.02,62.2,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16704
2.51,62.3,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18090
2.04,61.9,60.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18468
2.1,61.5,57.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15007
2.23,62.4,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14258
2.0,61.9,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11792
2.08,60.3,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15065
2.68,58.6,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8419
2.0,61.5,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11413
2.1,59.1,58.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12381
2.01,63.2,58.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18507
2.01,65.0,57.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17497
2.0,61.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13531
2.44,61.4,56.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13027
2.01,60.8,59.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16956
2.26,62.4,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16904
2.05,59.8,59.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16446
2.12,60.0,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7508
2.35,61.1,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17294
2.02,61.5,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17166
2.32,63.2,59.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18371
2.21,61.3,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14299
2.01,63.3,61.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15618
2.01,64.9,56.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10184
2.02,60.2,55.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16565
2.2,62.0,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18168
2.01,63.6,59.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12369
2.05,62.3,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13543
2.07,61.4,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13786
2.03,63.0,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12618
2.01,62.8,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15841
2.1,62.9,64.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11818
3.65,67.1,53.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11668
2.04,58.3,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,17379
2.53,64.6,59.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17103
2.29,63.4,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11502
2.01,60.2,61.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12845
2.02,62.4,56.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12591
2.13,60.7,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16931
2.14,60.7,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17038
2.23,59.4,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12921
2.0,62.0,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17871
2.03,59.9,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15095
2.0,69.1,56.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8736
2.04,60.9,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11209
2.14,63.8,57.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14452
2.28,62.5,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15413
2.14,62.7,55.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13065
2.29,60.8,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18653
2.12,62.4,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,13884
3.01,56.1,62.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10761
2.01,59.1,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13811
2.39,62.1,57.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17365
2.18,63.3,59.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12377
2.01,60.2,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17474
2.27,61.1,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18343
2.01,61.8,62.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11646
2.04,59.9,59.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12095
2.54,62.5,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14421
2.29,62.8,56.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14500
2.01,61.2,57.2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18705
2.24,61.9,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15375
2.04,63.1,58.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15412
2.17,58.9,62.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16036
2.41,62.5,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16987
2.03,60.8,59.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13398
2.01,63.7,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12423
2.18,61.4,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14870
2.01,62.4,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14279
2.02,63.2,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13554
2.01,60.9,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15528
2.01,65.9,57.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12617
2.04,62.4,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9727
2.02,58.7,62.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14795
2.0,63.1,53.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16380
2.2,62.0,57.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18364
2.02,62.1,56.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18678
2.02,62.9,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13991
2.0,63.0,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15214
2.01,63.8,58.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15147
2.39,62.2,55.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17955
2.06,60.3,56.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18371
2.01,61.5,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13228
2.19,62.3,62.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15801
2.01,64.0,56.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6686
2.11,60.8,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,16395
2.01,62.1,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12338
2.01,65.6,56.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15562
2.15,63.4,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12100
2.01,61.5,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14103
2.0,58.5,68.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11322
2.09,60.1,63.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12295
2.2,61.4,57.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15092
2.22,59.9,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,18432
2.33,62.0,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17504
2.01,63.5,59.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14792
2.54,61.3,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14717
2.08,62.6,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17778
2.44,60.1,59.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16533
2.22,62.4,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17160
2.0,63.0,61.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15072
2.0,66.4,55.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11189
2.0,63.8,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12554
2.0,61.4,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11108
2.26,61.9,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11226
2.14,62.0,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16723
2.01,61.8,62.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13691
2.0,61.4,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11544
2.03,61.3,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18423
2.09,62.1,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17001
2.26,60.3,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18426
2.04,61.8,60.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,16872
2.0,63.8,57.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10528
2.03,61.1,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6377
2.0,60.1,62.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15485
2.1,61.4,66.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11946
2.01,61.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17403
2.53,62.4,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16709
2.53,62.6,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14659
2.54,62.4,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17996
2.0,63.4,60.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14763
2.51,63.7,61.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14209
2.05,63.7,61.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16295
2.04,62.5,52.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14477
2.06,61.0,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14982
2.55,61.8,62.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,18766
2.14,62.0,54.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14802
2.22,62.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14095
2.01,62.1,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15379
2.08,61.8,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18124
2.03,62.9,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15153
2.06,60.8,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15494
2.2,60.2,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15424
2.39,59.6,60.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17920
2.28,62.1,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17892
2.14,61.3,61.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15913
2.55,63.7,59.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14775
2.01,59.3,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17403
2.03,61.7,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18507
2.0,64.1,57.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17094
2.13,62.6,56.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12356
2.43,61.7,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9716
2.04,63.0,58.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13609
2.0,61.7,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11200
2.02,62.1,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17265
2.12,62.2,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12284
2.13,61.5,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17045
2.01,61.9,57.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,13199
2.66,63.8,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16239
2.03,64.4,54.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16900
2.06,61.1,57.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12842
2.03,62.1,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13880
2.08,57.0,63.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11313
2.01,63.1,58.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15255
2.28,61.6,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12755
2.01,63.0,56.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11312
2.02,61.9,60.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14715
2.31,62.5,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16801
2.22,62.7,61.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14285
2.01,56.9,59.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11312
2.14,59.7,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16914
2.02,61.3,56.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16929
2.03,61.5,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12154
2.01,60.1,61.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18374
2.09,60.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16703
2.02,61.4,61.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13229
2.0,61.1,58.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,17436
2.22,64.4,58.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12508
2.0,62.3,57.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17760
2.0,61.6,59.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,17835
2.32,62.5,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14666
2.0,63.5,59.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14889
2.21,60.7,62.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15825
2.29,60.1,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13711
2.01,61.3,60.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17798
2.07,59.4,61.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15392
2.09,62.0,59.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15589
2.01,56.7,58.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13929
2.05,61.6,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18659
2.09,61.0,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10182
2.05,62.4,58.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14224
2.0,66.5,56.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6796
2.01,58.7,59.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,18027
2.0,58.1,60.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15840
